Phylogenetic_Order,Megaclass,Superclass,Class,Subclass,Infraclass,Megacohort,Supercohort,Cohort,Subcohort,Infracohort,Section,Subsection,Division,Subdivision,Series,Subseries,Superorder,Order,Suborder,Infraorder,Family,Validity,Examined/not examined,Monophyly,
Clade15,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Lepidogalaxii,,,,,,,,,Lepidogalaxiiformes,,,Lepidogalaxiidae,Valid,Examined,Monotypic*,
Clade16,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Argentiniformes,,,Argentinidae,Valid,Examined,Yes,
Clade16,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Argentiniformes,,,Bathylagidae,Valid,Examined,Monotypic*,
Clade16,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Argentiniformes,,,Microstomatidae,Valid,Examined,Monotypic*,
Clade16,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Argentiniformes,,,Opisthoproctidae,Valid,Examined,Monotypic*,
Clade17,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Galaxiiformes,,,Galaxiidae,Valid,Examined,Yes,
Clade18,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Esociformes,,,Esocidae,Valid,Examined,Yes,
Clade18,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Esociformes,,,Umbridae,Valid,Examined,Yes,
Clade19,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Protacanthopterygii,,,,,,,,,Salmoniformes,,,Salmonidae,Valid,Examined,Yes,
Clade20,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Osmeriformes,Osmeroidei,,Osmeridae,Valid,Examined,Yes,
Clade20,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Osmeriformes,Osmeroidei,,Plecoglossidae,Valid,Examined,Monotypic*,
Clade20,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Osmeriformes,Retropinnoidei,,Retropinnidae,Valid,Examined,Yes,
Clade20,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Osmeriformes,Osmeroidei,,Salangidae,Valid,Examined,Yes,
Clade21,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Stomiatiformes,,,Diplophidae,Not validated,_,_,
Clade21,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Stomiatiformes,Gonostomatoidei,,Gonostomatidae,Valid,Examined,Yes,
Clade21,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Stomiatiformes,Stomiatoidei,,Phosichthyidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade21,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Stomiatiformes,Stomiatoidei,,Sternoptychidae,Valid,Examined,Yes,
Clade21,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Stomiati,,,,,,,,,Stomiatiformes,Stomiatoidei,,Stomiidae,Valid,Examined,Yes,
Clade22,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Ateleopodia,,,,,,,,Ateleopodiformes,,,Ateleopodidae,Valid,Examined,Yes,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Anotopteridae,Not validated,_,_,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Omosudidae,Not validated,_,_,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Alepisauridae,Valid,Examined,Yes,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Aulopoidei,,Aulopidae,Valid,Examined,Monotypic*,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Bathysauridae,Valid,Examined,Monotypic*,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Bathysauroididae,Valid,Not examined,_,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Bathysauropsidae,Valid,Not examined,_,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Chlorophthalmidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Evermannellidae,Valid,Examined,Yes,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Giganturidae,Valid,Examined,Yes,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Ipnopidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Lestidiidae,Valid,Examined,Monotypic*,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Notosudidae,Valid,Examined,Yes,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Paralepididae,Valid,Examined,Not monophyletic; more evidence needed,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Paraulopoidei,,Paraulopidae,Valid,Examined,Monotypic*,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Aulopoidei,,Pseudotrichonotidae,Valid,Examined,Monotypic*,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Scopelarchidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Alepisauroidei,,Sudidae,Valid,Examined,Monotypic*,
Clade23,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Cyclosquamata,,,,,,,Aulopiformes,Aulopoidei,,Synodontidae,Valid,Examined,Not monophyletic; monophyletic in other studies,
Clade24,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Myctophata,,,,,,Myctophiformes,,,Myctophidae,Valid,Examined,Yes,
Clade24,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Myctophata,,,,,,Myctophiformes,,,Neoscopelidae,Valid,Examined,Yes,
Clade25,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Lampripterygii,,,,,Lampriformes,,,Lampridae,Valid,Examined,Monotypic*,
Clade25,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Lampripterygii,,,,,Lampriformes,,,Lophotidae,Valid,Examined,Monotypic*,
Clade25,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Lampripterygii,,,,,Lampriformes,,,Radiicephalidae,Valid,Not examined,_,
Clade25,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Lampripterygii,,,,,Lampriformes,,,Regalecidae,Valid,Examined,Yes,
Clade25,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Lampripterygii,,,,,Lampriformes,,,Trachipteridae,Valid,Examined,Yes,
Clade25,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Lampripterygii,,,,,Lampriformes,,,Veliferidae,Valid,Not examined,_,
Clade26,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Percopsaria,,,Percopsiformes,,,Amblyopsidae,Valid,Examined,Yes,
Clade26,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Percopsaria,,,Percopsiformes,,,Aphredoderidae,Valid,Examined,Monotypic*,
Clade26,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Percopsaria,,,Percopsiformes,,,Percopsidae,Valid,Examined,Yes,
Clade27,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Zeiariae,,Zeiformes,Cyttoidei,,Cyttidae,Valid,Not examined,_,
Clade27,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Zeiariae,,Zeiformes,Zeiodei,,Grammicolepididae,Valid,Not examined,_,
Clade27,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Zeiariae,,Zeiformes,Zeiodei,,Oreosomatidae,Valid,Not examined,_,
Clade27,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Zeiariae,,Zeiformes,Zeiodei,,Parazenidae,Valid,Examined,Monotypic*,
Clade27,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Zeiariae,,Zeiformes,Zeiodei,,Zeidae,Valid,Examined,Yes,
Clade27,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Zeiariae,,Zeiformes,Zeiodei,,Zeniontidae,Valid,Examined,Monotypic*,
Clade28,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Stylephoriformes,,,Stylephoridae,Valid,Examined,Monotypic*,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Lotidae,Not validated,_,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Bregmacerotidae,Valid,Not examined,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Euclichthyidae,Valid,Not examined,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Gadidae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Gaidropsaridae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Macrouridae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Bathygadidae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Macruronidae,Valid,Not examined,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Melanonidae,Valid,Not examined,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Merlucciidae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Moridae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Muraenolepididae,Valid,Examined,Monotypic*,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Phycidae,Valid,Examined,Yes,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Ranicipitidae,Valid,Not examined,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Trachyrincidae,Valid,Not examined,_,
Clade29,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Paracanthopterygii,,Zeiogadaria,Gadariae,,Gadiformes,,,Steindachneriidae,Valid,Examined,Monotypic*,
Clade30,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Polymixiipterygii,,,,,Polymixiiformes,,,Polymixiidae,Valid,Examined,Yes,
Clade31,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Trachichthyiformes,,,Anomalopidae,Valid,Examined,Monotypic*,
Clade31,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Trachichthyiformes,,,Anoplogastridae,Valid,Examined,Monotypic*,
Clade31,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Trachichthyiformes,,,Diretmidae,Valid,Examined,Yes,
Clade31,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Trachichthyiformes,,,Monocentridae,Valid,Examined,Monotypic*,
Clade31,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Trachichthyiformes,,,Trachichthyidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade32a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Berycoidei,,Berycidae,Valid,Examined,Yes,
Clade32a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Berycoidei,,Melamphaidae,Valid,Examined,Yes,
Clade32b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Stephanoberycoidei,,Barbourisiidae,Valid,Examined,Monotypic*,
Clade32b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Stephanoberycoidei,,Cetomimidae,Valid,Examined,Yes,
Clade32b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Stephanoberycoidei,,Gibberichthyidae,Valid,Not examined,_,
Clade32b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Stephanoberycoidei,,Hispidoberycidae,Valid,Not examined,_,
Clade32b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Stephanoberycoidei,,Rondeletiidae,Valid,Examined,Yes,
Clade32b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Berycimorphaceae,,,,Beryciformes,Stephanoberycoidei,,Stephanoberycidae,Valid,Examined,Monotypic*,
Clade33,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Holocentrimorphaceae,,,,Holocentriformes,,,Holocentridae,Valid,Examined,Yes,
Clade34a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Ophidiaria,,,Ophidiiformes,Bythitoidei,,Aphyonidae,Not validated,_,_,
Clade34a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Ophidiaria,,,Ophidiiformes,Ophidioidei,,Carapidae,Not validated,_,_,
Clade34a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Ophidiaria,,,Ophidiiformes,Bythitoidei,,Parabrotulidae,Not validated,_,_,
Clade34a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Ophidiaria,,,Ophidiiformes,Bythitoidei,,Bythitidae,Valid,Examined,Yes,
